level	word	german	english	freq_rank
A2	kündigen, kündigt, hat gekündigt	Meine Arbeit gefällt mir nicht mehr. Ich habe heute gekündigt.	I don’t like my job anymore. I resigned today.	6143
A2	die Kunst, ¨-e	Ich verstehe nichts von moderner Kunst.	I don’t understand modern art.	2077
A2	die Kunst, ¨-e(2)	Kunst war mein Lieblingsfach in der Schule.	Art was my favorite subject in school.	2077
A2	die Lampe, -n	Mach bitte die Lampe an. Es ist so dunkel.	Please turn on the lamp. It is so dark.	4977
A2	die Landschaft, -en	Die Landschaft ist sehr schön.	The landscape is very beautiful.	8659
A2	langweilig	Mir ist langweilig.	I’m bored.	1920
A2	langweilig(2)	Sie findet Fußball sehr langweilig.	She finds football very boring.	1920
A2	der/das Laptop, -s	Ich brauche einen neuen Laptop.	I need a new laptop.	10000000
A2	lassen, lässt, hat gelassen	Lass mich in Ruhe!	Leave me alone!	163
A2	lassen, lässt, hat gelassen(2)	Kann ich mein Auto hier stehen lassen?	Can I leave my car parked here?	163
A2	lassen, lässt, hat gelassen(3)	Ich kann meine kleine Tochter noch nicht allein lassen.	I can’t leave my little daughter alone yet.	163
A2	leer	Die Kanne ist fast leer. Ich mache neuen Tee.	The pot is almost empty. I’ll make new tea.	1664
A2	leidtun/leid tun, tut leid, hat leidgetan	Es tut mir leid, dass ich nicht kommen kann.	I’m sorry that I can’t come.	10000000
A2	leihen, leiht, hat geliehen	Kannst du mir fünf Euro leihen?	Can you lend me five euros?	3778
A2	liefern, liefert, hat geliefert	Wir liefern Ihnen den Schrank nach Hause.	We will deliver the wardrobe to your home.	3009
A2	der Link, -s	Ich schicke dir einen Link zu Deutschübungen.	I’ll send you a link to German exercises.	11781
A2	der Löffel, -	Bitte bringen Sie mir einen Löffel.	Please bring me a spoon.	6236
A2	die Lüge, -n	Das stimmt nicht! Das ist eine Lüge!	That’s not true! That’s a lie!	1646
A2	lügen, lügt, hat gelogen	Du sollst nicht lügen.	You shouldn’t lie.	1134
A2	lügen, lügt, hat gelogen(2)	Glaub ihm nicht, er lügt.	Don’t believe him; he’s lying.	1134
A2	die Lust (Sg.)	Gehen wir heute Abend ins Kino? - Nein, ich habe keine Lust.	Shall we go to the cinema this evening? - No, I don’t feel like it.	1259
A2	die Lust (Sg.)(2)	Ich habe Lust auf Schokolade.	I feel like having chocolate.	1259
A2	der Magen, ¨-	Mein Magen tut weh.	My stomach hurts.	3064
A2	die Mailbox, -en	Hier ist die Mailbox von Susanne König.	Here is Susanne König’s voicemail.	8347
A2	die Mailbox, -en(2)	Ich habe dir auf die Mailbox gesprochen.	I left a message on your voicemail.	8347
A2	mal / das Mal	Sag mal, wie gefällt dir mein neues Kleid?	Tell me, how do you like my new dress?	10000000
A2	mal / das Mal(2)	Das erste Mal war ich vor fünf Jahren in England.	The first time I was in England was five years ago.	10000000
A2	mal / das Mal(3)	Tschüss, bis zum nächsten Mal!	Goodbye, see you next time!	10000000
A2	malen, malt, hat gemalt	Mein Sohn kann gut malen.	My son can paint well.	4299
A2	malen, malt, hat gemalt(2)	Er hat ein schönes Bild gemalt.	He painted a beautiful picture.	4299
A2	manch-	Manche Nachbarn sind unfreundlich.	Some neighbors are unfriendly.	10000000
A2	manchmal	Manchmal essen wir im Restaurant.	Sometimes we eat at the restaurant.	531
A2	manchmal(2)	Rauchen Sie? - Manchmal.	Do you smoke? - Sometimes.	531
A2	die Mannschaft, -en	Meine Lieblingsmannschaft hat 1:0 verloren.	My favorite team lost 1-0.	4541
A2	der Mantel, ¨-	Es ist kalt. Zieh deinen Mantel an!	It’s cold. Put on your coat!	2690
A2	der Markt, ¨-e	Ich gehe heute auf den Markt.	I’m going to the market today.	3073
A2	der Markt, ¨-e(2)	Samstags ist hier Markt.	There is a market here on Saturdays.	3073
A2	das Medikament, -e	Nehmen Sie dieses Medikament dreimal pro Tag!	Take this medication three times a day!	6936
A2	meinen, meint, hat gemeint	Wie meinst du das? Erklär mir das bitte genauer!	What do you mean? Please explain it to me in more detail!	165
A2	meinen, meint, hat gemeint(2)	Der Film ist gut. Was meinst du?	The movie is good. What do you think?	165
A2	die Meinung, -en	Meine Meinung zu dem Thema ist: …	My opinion on the topic is: …	872
A2	die Meinung, -en(2)	Was ist deine Meinung dazu?	What’s your opinion on that?	872
A2	die Meinung, -en(3)	Ich habe meine Meinung geändert.	I changed my opinion.	872
A2	meistens	Meistens trinke ich zum Frühstück nur einen Kaffee.	I usually just drink a coffee for breakfast.	2904
A2	die Menge, -n	Wir haben noch eine Menge Zeit.	We still have plenty of time.	653
A2	die Menge, -n(2)	Ich kenne eine Menge Leute in dieser Stadt.	I know a lot of people in this city.	653
A2	merken, merkt, hat gemerkt	Ich kann mir keine Zahlen merken. Ich vergesse sie sofort.	I can’t remember numbers. I forget them immediately.	2060
A2	merken, merkt, hat gemerkt(2)	Merkst du, dass es wärmer wird?	Do you notice that it’s getting warmer?	2060
A2	die Messe, -n	Kommst du mit zur Buchmesse nach Frankfurt?	Will you come with me to the book fair in Frankfurt?	6687
A2	das Messer, -	Das Messer schneidet nicht gut.	The knife doesn’t cut well.	1452
A2	das Messer, - (2)	Ich habe nur ein Messer. Kannst du mir bitte noch eine Gabel bringen?	I only have one knife. Can you please bring me a fork?	1452
A2	mindestens	Bitte kommen Sie mindestens zwei Stunden vor Ihrem Flug zum Flughafen.	Please come to the airport at least two hours before your flight.	1862
A2	mindestens(2)	Schreiben Sie mindestens sieben Sätze!	Write at least seven sentences!	1862
A2	mindestens(3)	Ich warte schon mindestens 20 Minuten. Wann kommst du denn endlich?	I’ve been waiting for at least 20 minutes. When are you coming?	1862
A2	das Mineralwasser (Sg.)	Ein Glas Mineralwasser, bitte.	A glass of mineral water, please.	17011
A2	der Mitarbeiter, -	Unsere Firma hat sieben Mitarbeiter.	Our company has seven employees.	3227
A2	das Mittagessen, -	Um zwölf Uhr gibt es Mittagessen.	Lunch is at twelve o’clock.	2490
A2	das Mittel, -	Haben Sie ein Mittel gegen Magenschmerzen?	Do you have something for stomach aches?	2716
A2	das Mittel, - (2)	Das neue Waschmittel ist sehr gut.	The new detergent is very good.	2716
A2	das Mobiltelefon, -e	Wie kann ich Sie erreichen? Haben Sie ein Mobiltelefon?	How can I reach you? Do you have a mobile phone?	21718
A2	die Mode, -n	Wie findest du die neue Mode?	What do you think of the new fashion?	6278
A2	modern	Das Stadtzentrum von Frankfurt ist sehr modern.	The city center of Frankfurt is very modern.	9353
A2	der Motor, -en	Der Motor ist kaputt. Das Auto fährt nicht mehr.	The engine is broken. The car doesn’t run anymore.	2367
A2	der Motorroller, -	Oskar fährt mit dem Motorroller zur Arbeit.	Oskar goes to work on his scooter.	38066
A2	der Müll (Sg.)	Bringst du bitte den Müll raus?	Can you please take out the trash?	2476
A2	der Müll (Sg.)(2)	Kann ich die Zeitungen wegwerfen? - Ja, sie sind alt. Bring/Wirf sie bitte in den Müll!	Can I throw away the newspapers? - Yes, they are old. Please throw them in the trash!	2476
A2	das Museum, -een	Im Kunstmuseum gibt es eine neue Ausstellung.	There is a new exhibition at the art museum.	3915
A2	die Musik (Sg.)	Wie findest du die Musik?	How do you find the music?	295
A2	die Musik (Sg.)(2)	Spanische Musik gefällt mir gut.	I like Spanish music.	295
A2	die Mütze, -n	Haben Sie rote Mützen?	Do you have red hats?	5434
A2	der Nachbar, -n	Mein Nachbar kommt aus Brasilien und meine Nachbarin ist Italienerin.	My neighbor comes from Brazil and my neighbor’s wife is Italian.	4596
A2	der Nachbar, -n(2)	Die neuen Nachbarn sind sehr nett.	The new neighbors are very nice.	4596
A2	die Nachricht, -en	Ich sehe abends immer die Nachrichten im Fernsehen.	I always watch the news on TV in the evening.	773
A2	die Nachricht, -en(2)	Kommst du mit ins Kino? - Ich weiß es noch nicht.	Are you coming to the cinema? - I don’t know yet.	773
A2	die Nachricht, -en(3)	Ich schreibe dir später eine Nachricht.	I’ll send you a message later.	773
A2	die Nachricht, -en(4)	Sie haben keine neuen Nachrichten.	You have no new messages.	773
A2	nächste, -er, -es	Sehen wir uns nächste Woche?	Shall we see each other next week?	649
A2	nächste, -er, -es(2)	Ihr nächster Termin ist in einem Monat.	Your next appointment is in a month.	649
A2	nächste, -er, -es(3)	Bis nächstes Mal!	See you next time!	649
A2	die Nähe (Sg.)	Die Post ist in der Nähe vom Bahnhof.	The post office is near the train station.	919
A2	nass	Geh nicht mit den nassen Schuhen ins Wohnzimmer!	Don’t go into the living room with wet shoes!	3550
A2	nass(2)	Du bist ja ganz nass. Hast du den Regenschirm vergessen?	You’re completely soaked. Did you forget the umbrella?	3550
A2	die Natur (Sg.)	Ich bin gern draußen in der Natur.	I like being outside in nature.	1813
A2	natürlich	Natürlich helfen wir dir.	Of course, we’ll help you.	225
A2	natürlich(2)	Kommst du zu meiner Party? – Natürlich.	Are you coming to my party? – Of course.	225
A2	neben	Neben mir ist noch ein Platz frei.	There’s still a seat free next to me.	1146
A2	neben(2)	Die Apotheke ist neben der Post.	The pharmacy is next to the post office.	1146
A2	nebenan	Das ist José. Er wohnt nebenan.	This is José. He lives next door.	3260
A2	neblig	Fahr vorsichtig! Es ist neblig.	Drive carefully! It’s foggy.	40259
A2	nennen, nennt, hat genannt	Mein Freund heißt Alexander, aber alle nennen ihn Alex.	My friend’s name is Alexander, but everyone calls him Alex.	692
A2	nervös	Bei Prüfungen bin ich immer sehr nervös.	I’m always very nervous during exams.	1324
A2	nett	Ich habe viele nette Kollegen.	I have many nice colleagues.	500
A2	nett(2)	Vielen Dank! Das ist sehr nett von dir.	Thank you very much! That’s very kind of you.	500
A2	niemand	Hier ist niemand.	There is no one here.	305
A2	niemand(2)	Hier ist der Anrufbeantworter von Familie Klein. Leider ist im Moment niemand zu Hause.	This is the answering machine for the Klein family. Unfortunately, no one is home at the moment.	305
A2	nirgends	Hier kann man nirgends parken.	You can’t park anywhere here.	3989
A2	nirgends(2)	Wo ist Stefan? Ich kann ihn nirgends sehen.	Where is Stefan? I can’t see him anywhere.	3989
A2	die Note, -n	Eva hat immer sehr gute Noten in Deutsch.	Eva always gets very good grades in German.	8129
A2	notieren, notiert, hat notiert	Notieren Sie bitte alle wichtigen Informationen.	Please note down all the important information.	12136
A2	die Notiz, -en	Schreib mir bitte eine Notiz.	Please write me a note.	8189
A2	die Notiz, -en(2)	Haben Sie einen Notizzettel für mich?	Do you have a note for me?	8189
A2	notwendig	Muss ich noch einmal kommen? – Nein, das ist nicht notwendig.	Do I need to come again? – No, that’s not necessary.	3623
A2	die Nudel, -n	Möchten Sie lieber Reis oder Nudeln? – Lieber Nudeln, bitte.	Would you prefer rice or noodles? – Noodles, please.	27128
A2	nützlich	Danke für den Tipp. Er war sehr nützlich.	Thank you for the tip. It was very useful.	3513
A2	offen	Ist das Fenster im Bad noch offen?	Is the window in the bathroom still open?	1009
A2	offen(2)	Ich glaube, der Supermarkt ist jetzt noch offen.	I think the supermarket is still open now.	1009
A2	das Ohr, -en	Ich habe Ohrenschmerzen.	I have an earache.	2247
A2	das Öl, -e	Machen wir den Salat mit Öl?	Shall we make the salad with oil?	3904
A2	das Öl, -e(2)	Können Sie bei meinem Auto bitte das Öl kontrollieren?	Could you please check the oil in my car?	3904
A2	online	Wann bist du wieder online?	When will you be online again?	4159
A2	online(2)	Ich habe hier kein Internet. Ich bin erst heute Abend wieder online.	I don’t have internet here. I’ll be online again only this evening.	4159
A2	online(3)	Sie können das Geld auch online überweisen.	You can also transfer the money online.	4159
A2	die Orange, -n	Ich esse gern Orangen.	I like eating oranges.	6022
A2	organisieren, organisiert, hat organisiert	Frau Gomez organisiert unseren Ausflug.	Ms. Gomez is organizing our trip.	5817
A2	organisieren, organisiert, hat organisiert(2)	Hast du schon alles für deinen Urlaub organisiert?	Have you already organized everything for your vacation?	5817
A2	das Paar, -e	Romeo und Julia sind ein Paar.	Romeo and Juliet are a couple.	200
A2	das Paar, -e(2)	Ich brauche ein Paar Schuhe.	I need a pair of shoes.	200
A2	ein paar	Wir fahren ein paar Tage ans Meer.	We’re going to the sea for a few days.	10000000
A2	ein paar(2)	Hast du ein paar Minuten Zeit?	Do you have a few minutes?	10000000
A2	packen, packt, hat gepackt	Ich muss noch meinen Koffer packen.	I still need to pack my suitcase.	2335
A2	packen, packt, hat gepackt(2)	Das Paket ist noch nicht gepackt.	The package is not packed yet.	2335
A2	das Paket, -e	Bringst du bitte das Paket zur Post?	Could you please take the package to the post office?	4031
A2	das Parfüm, -s	Ich suche ein Parfum als Geschenk für meine Frau.	I’m looking for a perfume as a gift for my wife.	7878
A2	der Park, -s	Ich gehe gern im Park spazieren.	I like to walk in the park.	1574
A2	parken, parkt, hat geparkt	Darf ich hier parken?	May I park here?	6269
A2	parken, parkt, hat geparkt(2)	Hier ist Parken verboten.	Parking is prohibited here.	6269
A2	die Partnerin, -nen	Veronika ist meine Partnerin.	Veronika is my partner.	5972
A2	passen, passt, hat gepasst	Die Bluse passt mir nicht.	The blouse doesn’t fit me.	1332
A2	passen, passt, hat gepasst(2)	Welches Wort passt? Wählen Sie.	Which word fits? Choose.	1332
A2	passieren, passiert, ist passiert	Wie ist der Unfall passiert?	How did the accident happen?	787
A2	passieren, passiert, ist passiert(2)	Was ist passiert?	What happened?	787
A2	das Passwort, ¨-er	Bitte schreiben Sie Ihr Passwort.	Please write your password.	5869
A2	das Passwort, ¨-er(2)	Sie brauchen ein Passwort.	You need a password.	5869
A2	das Passwort, ¨-er(3)	Ich habe mein Passwort vergessen.	I forgot my password.	5869
A2	die Person, -en	Eintritt pro Person: 5 Euro.	Admission per person: 5 euros.	835
A2	das Pferd, -e	Amira liebt Pferde. Sie reitet seit zehn Jahren.	Amira loves horses. She has been riding for ten years.	1165
A2	die Pflanze, -n	Können Sie sich bitte um unsere Pflanzen kümmern? Wir sind nächste Woche im Urlaub.	Could you please take care of our plants? We’re on vacation next week.	6909
A2	die Pizza, -s/-en	Mein Lieblingsessen ist Pizza.	My favorite food is pizza.	2687
A2	die Pizza, -s/-en(2)	Eine Pizza mit viel Käse, bitte.	A pizza with a lot of cheese, please.	2687
A2	das Plakat, -e	Wir machen im Unterricht ein Plakat zum Thema „Essen und Trinken“.	We’re making a poster on the topic “Food and Drink” in class.	15071
A2	planen, plant, hat geplant	Wir sollen zusammen eine Klassenparty planen.	We should plan a class party together.	3377
A2	planen, plant, hat geplant(2)	Morgen schwimmen ... ist ein guter Plan.	Swimming tomorrow ... is a good plan.	3377
A2	plötzlich	Plötzlich war das Licht aus.	Suddenly, the light was out.	923
A2	die Portion, -en	Ich nehme eine kleine Portion Eis.	I’ll have a small portion of ice cream.	10326
A2	das Poster, -	Das Poster hängt über dem Bett.	The poster is hanging above the bed.	11629
A2	die Postkarte, -n	Schreibst du mir eine Postkarte aus Kanada?	Will you write me a postcard from Canada?	13511
A2	praktisch	Mit meinem neuen Handy kann ich auch im Internet surfen und Fotos machen. Das finde ich sehr praktisch.	My new phone lets me surf the internet and take photos. I find it very practical.	2551
A2	preiswert	Die Jacke ist sehr preiswert. Sie kostet nur 15 Euro.	The jacket is very inexpensive. It costs only 15 euros.	37437
A2	privat	Das ist meine Nummer im Büro und das ist meine private Handynummer.	This is my office number and this is my private cell phone number.	4442
A2	privat(2)	Dieser Strand ist privat. Wir dürfen hier nicht schwimmen gehen.	This beach is private. We are not allowed to swim here.	4442
A2	privat(3)	Hey, du darfst die Mail nicht lesen! Sie ist privat.	Hey, you’re not allowed to read the email! It’s private.	4442
A2	pro	Das Zimmer kostet 100 Euro pro Nacht.	The room costs 100 euros per night.	1455
A2	probieren, probiert, hat probiert	Möchten Sie den Käse probieren?	Would you like to try the cheese?	2306
A2	probieren, probiert, hat probiert(2)	Die Tür geht schwer auf. Probier mal!	The door is hard to open. Try it!	2306
A2	das Produkt, -e	Unsere Produkte haben eine sehr hohe Qualität.	Our products have very high quality.	6007
A2	das Programm, -e	Dieses Programm im Radio interessiert mich nicht.	This program on the radio doesn’t interest me.	2114
A2	das Programm, -e(2)	Was kommt heute im Kino? Hast du das Programm hier?	What’s on at the cinema today? Do you have the program here?	2114
